,CVX,EA,EDU,TSLA
2018-12-31,101.83966827392578,78.91000366210938,54.810001373291016,332.79998779296875
2019-01-02,103.6182861328125,80.37000274658203,55.310001373291016,310.1199951171875
2019-01-03,101.63372802734375,78.70999908447266,53.95000076293945,300.3599853515625
2019-01-04,103.73997497558594,84.41999816894531,56.56999969482422,317.69000244140625
2019-01-07,105.0879898071289,87.58999633789062,58.619998931884766,334.9599914550781
2019-01-08,104.62928771972656,89.0199966430664,58.7400016784668,335.3500061035156
2019-01-09,106.033447265625,88.91000366210938,62.97999954223633,338.5299987792969
2019-01-10,106.20195007324219,91.01000213623047,61.9900016784668,344.9700012207031
2019-01-11,105.35009765625,90.69999694824219,60.689998626708984,347.260009765625
2019-01-14,104.58247375488281,88.58000183105469,60.279998779296875,334.3999938964844
2019-01-15,104.9569320678711,89.48999786376953,62.91999816894531,344.42999267578125
2019-01-16,104.28292846679688,89.91999816894531,63.83000183105469,346.04998779296875
2019-01-17,104.80714416503906,89.30999755859375,64.16999816894531,347.30999755859375
2019-01-18,107.06317901611328,92.5199966430664,65.9000015258789,302.260009765625
2019-01-22,105.16287231445312,91.30999755859375,71.02999877929688,298.9200134277344
2019-01-23,104.27356719970703,89.12999725341797,72.80999755859375,287.5899963378906
2019-01-24,106.25812530517578,91.4800033569336,73.9800033569336,291.510009765625
2019-01-25,105.98664093017578,91.73999786376953,77.48999786376953,297.0400085449219
2019-01-28,105.00373077392578,90.47000122070312,75.77999877929688,296.3800048828125
2019-01-29,104.68545532226562,87.23999786376953,75.08999633789062,297.4599914550781
2019-01-30,105.79007720947266,89.2300033569336,75.58000183105469,308.7699890136719
2019-01-31,107.32527923583984,92.23999786376953,77.04000091552734,307.0199890136719
2019-02-01,110.80763244628906,91.22000122070312,75.69999694824219,312.2099914550781
2019-02-04,112.09010314941406,88.43000030517578,76.79000091552734,312.8900146484375
2019-02-05,111.84672546386719,92.5199966430664,78.66000366210938,321.3500061035156
2019-02-06,111.28504943847656,80.20999908447266,78.62999725341797,317.2200012207031
2019-02-07,110.67657470703125,84.0999984741211,76.81999969482422,307.510009765625
2019-02-08,110.06809997558594,97.5999984741211,77.5999984741211,305.79998779296875
2019-02-11,109.47834777832031,97.23999786376953,79.01000213623047,312.8399963378906
2019-02-12,111.13525390625,102.33000183105469,77.44000244140625,311.80999755859375
2019-02-13,111.93096160888672,102.25,78.73999786376953,308.1700134277344
2019-02-14,111.72293853759766,105.25,77.06999969482422,303.7699890136719
2019-02-15,112.84811401367188,106.83999633789062,77.52999877929688,307.8800048828125
2019-02-19,112.81029510498047,102.95999908447266,76.81999969482422,305.6400146484375
2019-02-20,113.72744750976562,98.62999725341797,79.27999877929688,302.55999755859375
2019-02-21,112.64955139160156,96.86000061035156,78.37999725341797,291.2300109863281
2019-02-22,112.88593292236328,95.91999816894531,80.61000061035156,294.7099914550781
2019-02-25,113.10342407226562,95.86000061035156,82.37999725341797,298.7699890136719
2019-02-26,113.4059829711914,98.5,83.70999908447266,297.8599853515625
2019-02-27,113.5383529663086,97.83999633789062,81.62999725341797,314.739990234375
2019-02-28,113.06558990478516,95.77999877929688,82.05999755859375,319.8800048828125
2019-03-01,115.38211059570312,97.41000366210938,82.7699966430664,294.7900085449219
2019-03-04,115.46721649169922,97.29000091552734,82.83000183105469,285.3599853515625
2019-03-05,116.57347106933594,95.72000122070312,83.0,276.5400085449219
2019-03-06,116.80039978027344,94.7699966430664,82.19999694824219,276.239990234375
2019-03-07,115.2970199584961,99.36000061035156,79.44999694824219,276.5899963378906
2019-03-08,114.99445343017578,98.36000061035156,79.0199966430664,284.1400146484375
2019-03-11,116.885498046875,99.04000091552734,81.43000030517578,290.9200134277344
2019-03-12,117.1502456665039,98.58999633789062,78.55000305175781,283.3599853515625
2019-03-13,117.8782958984375,100.12999725341797,77.25,288.9599914550781
2019-03-14,117.8121109008789,98.83000183105469,76.06999969482422,289.9599914550781
2019-03-15,118.48342895507812,98.9800033569336,77.08999633789062,275.42999267578125
2019-03-18,119.02237701416016,99.66000366210938,79.08999633789062,269.489990234375
2019-03-19,118.45507049560547,97.51000213623047,80.5999984741211,267.4700012207031
2019-03-20,117.89720916748047,97.02999877929688,81.33000183105469,273.6000061035156
2019-03-21,119.00347137451172,104.87999725341797,81.37000274658203,274.0199890136719
2019-03-22,116.38436889648438,102.33999633789062,79.51000213623047,264.5299987792969
2019-03-25,116.19526672363281,101.7300033569336,82.77999877929688,260.4200134277344
2019-03-26,117.3676986694336,102.31999969482422,84.08999633789062,267.7699890136719
2019-03-27,116.1007080078125,100.66999816894531,84.81999969482422,274.8299865722656
2019-03-28,116.31818389892578,102.19999694824219,86.2699966430664,278.6199951171875
2019-03-29,116.46947479248047,101.62999725341797,90.08999633789062,279.8599853515625
2019-04-01,118.13359069824219,102.66999816894531,89.04000091552734,289.17999267578125
2019-04-02,118.12413024902344,100.83999633789062,88.41999816894531,285.8800048828125
2019-04-03,117.14079284667969,100.1500015258789,88.43000030517578,291.80999755859375
2019-04-04,118.00121307373047,97.94000244140625,88.79000091552734,267.7799987792969
2019-04-05,119.53296661376953,99.43000030517578,88.94000244140625,274.9599914550781
2019-04-08,119.77880096435547,97.94999694824219,89.25,273.20001220703125
2019-04-09,118.7009048461914,98.25,90.98999786376953,272.30999755859375
2019-04-10,118.65361785888672,99.62999725341797,90.66999816894531,276.05999755859375
2019-04-11,119.12638092041016,100.58000183105469,90.58999633789062,268.4200134277344
2019-04-12,113.23579406738281,101.83000183105469,90.87000274658203,267.70001220703125
2019-04-15,113.59507751464844,97.8499984741211,89.43000030517578,266.3800048828125
2019-04-16,114.56896209716797,93.83000183105469,89.98999786376953,273.3599853515625
2019-04-17,113.71798706054688,91.94999694824219,89.7300033569336,271.2300109863281
2019-04-18,113.33032989501953,93.13999938964844,89.98999786376953,273.260009765625
2019-04-22,115.25920104980469,92.5199966430664,90.41999816894531,262.75
2019-04-23,115.3726577758789,94.62999725341797,92.97000122070312,263.8999938964844
2019-04-24,111.83641052246094,94.1500015258789,90.33999633789062,258.6600036621094
2019-04-25,111.47710418701172,92.9800033569336,92.25,247.6300048828125
2019-04-26,110.7206802368164,94.47000122070312,94.54000091552734,235.13999938964844
2019-04-29,111.30691528320312,94.7300033569336,94.26000213623047,241.47000122070312
2019-04-30,113.5194320678711,94.6500015258789,95.45999908447266,238.69000244140625
2019-05-01,111.39200592041016,94.86000061035156,93.8499984741211,234.00999450683594
2019-05-02,110.03990936279297,94.4000015258789,95.73999786376953,244.10000610351562
2019-05-03,110.88142395019531,92.5,95.30999755859375,255.02999877929688
2019-05-06,111.94987487792969,93.76000213623047,92.0,255.33999633789062
2019-05-07,111.82695007324219,92.7300033569336,88.45999908447266,247.05999755859375
2019-05-08,111.0988998413086,93.87999725341797,90.8499984741211,244.83999633789062
2019-05-09,114.58788299560547,93.31999969482422,88.1500015258789,241.97999572753906
2019-05-10,115.34429931640625,93.87999725341797,88.01000213623047,239.52000427246094
2019-05-13,113.87874603271484,90.41999816894531,81.93000030517578,227.00999450683594
2019-05-14,115.01336669921875,94.56999969482422,84.02999877929688,232.30999755859375
2019-05-15,115.48612976074219,96.7699966430664,85.5999984741211,231.9499969482422
2019-05-16,115.34291076660156,99.0,85.87000274658203,228.3300018310547
2019-05-17,115.07554626464844,97.26000213623047,84.66000366210938,211.02999877929688
2019-05-20,115.38108825683594,92.69000244140625,83.12000274658203,205.36000061035156
2019-05-21,115.85850524902344,95.6500015258789,84.5199966430664,205.0800018310547
2019-05-22,115.123291015625,93.83999633789062,82.83999633789062,192.72999572753906
2019-05-23,112.54527282714844,92.11000061035156,81.16999816894531,195.49000549316406
2019-05-24,113.34732055664062,92.2699966430664,81.54000091552734,190.6300048828125
2019-05-28,112.96538543701172,93.5,82.7699966430664,188.6999969482422
2019-05-29,111.49494934082031,92.55000305175781,83.19000244140625,189.86000061035156
2019-05-30,110.1677474975586,92.12999725341797,84.11000061035156,188.22000122070312
2019-05-31,108.70686340332031,93.08000183105469,85.6500015258789,185.16000366210938
2019-06-03,110.75018310546875,91.30999755859375,87.9800033569336,178.97000122070312
2019-06-04,112.00101470947266,94.12999725341797,90.88999938964844,193.60000610351562
2019-06-05,112.335205078125,95.25,88.5,196.58999633789062
2019-06-06,115.22831726074219,96.38999938964844,88.0,205.9499969482422
2019-06-07,115.99217987060547,96.98999786376953,89.29000091552734,204.5
2019-06-10,116.76558685302734,95.51000213623047,89.44000244140625,212.8800048828125
2019-06-11,115.69618225097656,94.58000183105469,91.3499984741211,217.10000610351562
2019-06-12,114.76045227050781,92.66999816894531,89.5999984741211,209.25999450683594
2019-06-13,115.44793701171875,93.56999969482422,90.19000244140625,213.91000366210938
2019-06-14,115.35244750976562,92.7300033569336,90.76000213623047,214.9199981689453
2019-06-17,115.90625,92.44000244140625,89.16999816894531,225.02999877929688
2019-06-18,117.37667083740234,92.02999877929688,91.58999633789062,224.74000549316406
2019-06-19,117.33848571777344,92.58000183105469,93.41000366210938,226.42999267578125
2019-06-20,118.66569519042969,93.19000244140625,93.4800033569336,219.6199951171875
2019-06-21,119.28633117675781,95.33000183105469,94.5999984741211,221.86000061035156
2019-06-24,119.26722717285156,99.0,93.66999816894531,223.63999938964844
2019-06-25,118.05460357666016,96.9000015258789,91.3499984741211,219.75999450683594
2019-06-26,118.33150482177734,97.31999969482422,95.62000274658203,219.27000427246094
2019-06-27,117.54854583740234,99.13999938964844,95.75,222.83999633789062
2019-06-28,118.81847381591797,101.26000213623047,96.58000183105469,223.4600067138672
2019-07-01,119.20039367675781,100.88999938964844,98.41999816894531,227.1699981689453
2019-07-02,117.37667083740234,102.72000122070312,97.91999816894531,224.5500030517578
2019-07-03,117.77770233154297,98.11000061035156,97.08000183105469,234.89999389648438
2019-07-05,117.95912170410156,93.5999984741211,95.87999725341797,233.10000610351562
2019-07-08,118.01641082763672,93.44000244140625,90.98999786376953,230.33999633789062
2019-07-09,117.77770233154297,92.05000305175781,93.30000305175781,230.05999755859375
2019-07-10,119.77330017089844,93.95999908447266,90.52999877929688,238.9199981689453
2019-07-11,119.76374816894531,93.48999786376953,92.02999877929688,238.60000610351562
2019-07-12,120.28890228271484,92.81999969482422,92.81999969482422,245.0800018310547
2019-07-15,120.04064178466797,92.22000122070312,94.87999725341797,253.5
2019-07-16,119.12400817871094,89.55000305175781,96.41000366210938,252.3800048828125
2019-07-17,118.53202056884766,89.69999694824219,95.87000274658203,254.86000061035156
2019-07-18,119.04762268066406,89.19000244140625,96.73999786376953,253.5399932861328
2019-07-19,119.391357421875,87.5,97.0,258.17999267578125
2019-07-22,119.64915466308594,88.13999938964844,98.29000091552734,255.67999267578125
2019-07-23,120.13612365722656,88.22000122070312,107.31999969482422,260.1700134277344
2019-07-24,120.8236083984375,89.77999877929688,107.13999938964844,264.8800048828125
2019-07-25,119.95470428466797,89.16000366210938,107.93000030517578,228.82000732421875
2019-07-26,118.13099670410156,89.51000213623047,105.0,228.0399932861328
2019-07-29,118.61795806884766,88.87000274658203,105.0,235.77000427246094
2019-07-30,118.72298431396484,88.56999969482422,104.94000244140625,242.25999450683594
2019-07-31,117.54854583740234,92.5,104.30999755859375,241.61000061035156
2019-08-01,115.28561401367188,94.5999984741211,103.8499984741211,233.85000610351562
2019-08-02,115.27606201171875,92.88999938964844,103.16999816894531,234.33999633789062
2019-08-05,113.37596130371094,88.58999633789062,99.02999877929688,228.32000732421875
2019-08-06,113.98704528808594,90.0999984741211,100.47000122070312,230.75
2019-08-07,113.71969604492188,92.2699966430664,102.0999984741211,233.4199981689453
2019-08-08,117.66313171386719,95.2300033569336,104.22000122070312,238.3000030517578
2019-08-09,116.88971710205078,91.97000122070312,103.83999633789062,235.00999450683594
2019-08-12,116.05902862548828,91.7699966430664,102.41999816894531,229.00999450683594
2019-08-13,116.86106872558594,92.33999633789062,105.66000366210938,235.0
2019-08-14,112.42112731933594,88.0999984741211,101.66999816894531,219.6199951171875
2019-08-15,111.66682434082031,87.87999725341797,103.0,215.63999938964844
2019-08-16,111.71505737304688,89.55999755859375,104.5999984741211,219.94000244140625
2019-08-19,113.16201782226562,90.91000366210938,105.25,226.8300018310547
2019-08-20,112.02373504638672,92.69999694824219,107.0,225.86000061035156
2019-08-21,113.71185302734375,94.04000091552734,108.04000091552734,220.8300018310547
2019-08-22,113.56717681884766,94.62000274658203,106.66000366210938,222.14999389648438
2019-08-23,111.10733032226562,92.91000366210938,104.94000244140625,211.39999389648438
2019-08-26,111.64752197265625,94.37999725341797,106.43000030517578,215.0
2019-08-27,111.7343521118164,94.05999755859375,108.41999816894531,214.0800018310547
2019-08-28,112.69898986816406,92.4000015258789,111.05999755859375,215.58999633789062
2019-08-29,113.36458587646484,93.02999877929688,113.48999786376953,221.7100067138672
2019-08-30,113.5575180053711,93.68000030517578,113.4000015258789,225.61000061035156
2019-09-03,112.15878295898438,94.83000183105469,109.0,225.00999450683594
2019-09-04,113.10414123535156,97.94999694824219,108.83999633789062,220.67999267578125
2019-09-05,113.48035430908203,97.44999694824219,112.7699966430664,229.5800018310547
2019-09-06,114.07843017578125,98.52999877929688,113.19999694824219,227.4499969482422
2019-09-09,115.16846466064453,98.68000030517578,112.0,231.7899932861328
2019-09-10,117.54148864746094,99.5,105.94000244140625,235.5399932861328
2019-09-11,116.99163818359375,99.11000061035156,106.30999755859375,247.10000610351562
2019-09-12,117.1266860961914,98.33999633789062,108.87000274658203,245.8699951171875
2019-09-13,117.20386505126953,98.4800033569336,110.45999908447266,245.1999969482422
2019-09-16,119.7312240600586,99.12000274658203,110.11000061035156,242.80999755859375
2019-09-17,119.50935363769531,98.41999816894531,110.69999694824219,244.7899932861328
2019-09-18,119.78909301757812,98.27999877929688,110.87999725341797,243.49000549316406
2019-09-19,119.28749084472656,99.69000244140625,113.11000061035156,246.60000610351562
2019-09-20,119.92414093017578,98.69999694824219,111.38999938964844,240.6199951171875
2019-09-23,120.483642578125,98.18000030517578,113.0,241.22999572753906
2019-09-24,119.36465454101562,97.36000061035156,111.55000305175781,223.2100067138672
2019-09-25,119.14279174804688,97.62999725341797,112.08000183105469,228.6999969482422
2019-09-26,115.91124725341797,96.62000274658203,113.66000366210938,242.55999755859375
2019-09-27,114.40640258789062,95.66999816894531,106.20999908447266,242.1300048828125
2019-09-30,114.40640258789062,97.81999969482422,110.76000213623047,240.8699951171875
2019-10-01,111.9079818725586,96.75,111.22000122070312,244.69000244140625
2019-10-02,108.31951904296875,94.25,110.38999938964844,243.1300048828125
2019-10-03,109.14911651611328,94.33999633789062,112.91000366210938,233.02999877929688
2019-10-04,109.8243637084961,95.61000061035156,114.06999969482422,231.42999267578125
2019-10-07,109.2552261352539,93.56999969482422,114.25,237.72000122070312
2019-10-08,107.76002502441406,92.54000091552734,109.58000183105469,240.0500030517578
2019-10-09,109.13946533203125,92.87999725341797,110.87000274658203,244.52999877929688
2019-10-10,110.5381851196289,92.52999877929688,112.6500015258789,244.74000549316406
2019-10-11,112.04302978515625,94.19000244140625,112.72000122070312,247.88999938964844
2019-10-14,112.07197570800781,93.87999725341797,112.87999725341797,256.9599914550781
2019-10-15,112.19737243652344,95.1500015258789,116.29000091552734,257.8900146484375
2019-10-16,111.03981018066406,96.22000122070312,113.73999786376953,259.75
2019-10-17,111.27130889892578,96.76000213623047,114.9000015258789,261.9700012207031
2019-10-18,110.68289184570312,95.12999725341797,113.81999969482422,256.95001220703125
2019-10-21,112.48677062988281,95.80999755859375,116.55999755859375,253.5
2019-10-22,113.63469696044922,94.30000305175781,108.37999725341797,255.5800018310547
2019-10-23,113.80833435058594,95.70999908447266,112.43000030517578,254.67999267578125
2019-10-24,113.42247009277344,95.9800033569336,120.2300033569336,299.67999267578125
2019-10-25,114.47393035888672,96.30999755859375,120.9000015258789,328.1300048828125
2019-10-28,114.2906494140625,96.72000122070312,121.33999633789062,327.7099914550781
2019-10-29,113.95301818847656,94.41000366210938,121.0,316.2200012207031
2019-10-30,112.24561309814453,96.72000122070312,122.63999938964844,315.010009765625
2019-10-31,112.03338623046875,96.4000015258789,122.05999755859375,314.9200134277344
2019-11-01,112.10090637207031,95.30000305175781,119.62000274658203,313.30999755859375
2019-11-04,117.27139282226562,98.1500015258789,121.93000030517578,317.4700012207031
2019-11-05,117.62830352783203,98.26000213623047,122.1500015258789,317.2200012207031
2019-11-06,115.66044616699219,98.66999816894531,120.97000122070312,326.5799865722656
2019-11-07,117.58007049560547,97.2300033569336,123.62999725341797,335.5400085449219
2019-11-08,116.65402221679688,98.2699966430664,120.43000030517578,337.1400146484375
2019-11-11,116.53826141357422,96.38999938964844,120.93000030517578,345.0899963378906
2019-11-12,116.68295288085938,96.33000183105469,119.68000030517578,349.92999267578125
2019-11-13,117.95628356933594,96.0,122.44000244140625,346.1099853515625
2019-11-14,117.64759826660156,97.54000091552734,121.48999786376953,349.3500061035156
2019-11-15,117.52095794677734,97.54000091552734,121.47000122070312,352.1700134277344
2019-11-18,115.48499298095703,97.38999938964844,122.08999633789062,349.989990234375
2019-11-19,113.43928527832031,96.69000244140625,121.97000122070312,359.5199890136719
2019-11-20,114.30626678466797,98.12000274658203,118.69000244140625,352.2200012207031
2019-11-21,115.69930267333984,99.01000213623047,118.26000213623047,354.8299865722656
2019-11-22,115.56291961669922,99.19000244140625,119.13999938964844,333.0400085449219
2019-11-25,115.31938171386719,99.80000305175781,122.72000122070312,336.3399963378906
2019-11-26,114.74464416503906,99.27999877929688,124.4000015258789,328.9200134277344
2019-11-27,115.01740264892578,100.79000091552734,124.26000213623047,331.2900085449219
2019-11-29,114.10169982910156,101.01000213623047,121.08000183105469,329.94000244140625
2019-12-02,113.78024291992188,100.4000015258789,122.25,334.8699951171875
2019-12-03,112.89376068115234,101.2699966430664,120.01000213623047,336.20001220703125
2019-12-04,113.91661834716797,100.62999725341797,119.8499984741211,333.0299987792969
2019-12-05,113.3223876953125,102.12000274658203,122.02999877929688,330.3699951171875
2019-12-06,114.95895385742188,103.2300033569336,120.79000091552734,335.8900146484375
2019-12-09,114.2673110961914,102.02999877929688,120.94000244140625,339.5299987792969
2019-12-10,114.84204864501953,101.83999633789062,120.41999816894531,348.8399963378906
2019-12-11,113.2249755859375,103.19999694824219,121.7300033569336,352.70001220703125
2019-12-12,115.73826599121094,105.08999633789062,122.33000183105469,359.67999267578125
2019-12-13,114.91024017333984,104.55000305175781,123.19999694824219,358.3900146484375
2019-12-16,116.2740478515625,105.72000122070312,122.76000213623047,381.5
2019-12-17,115.53369903564453,105.75,125.05999755859375,378.989990234375
2019-12-18,115.48499298095703,107.08000183105469,127.5199966430664,393.1499938964844
2019-12-19,115.07585144042969,107.33999633789062,122.9800033569336,404.0400085449219
2019-12-20,116.58577728271484,107.94999694824219,123.73999786376953,405.5899963378906
2019-12-23,117.2189712524414,107.79000091552734,124.95999908447266,419.2200012207031
2019-12-24,117.22870635986328,108.55000305175781,124.69999694824219,425.25
2019-12-26,117.48199462890625,108.51000213623047,125.0,430.94000244140625
2019-12-27,117.18975067138672,108.43000030517578,124.0,430.3800048828125
2019-12-30,116.75137329101562,106.93000030517578,123.0,414.70001220703125
